streetAddress,addressLoc,addressReg,postalCode,latitute,longitude,price,beds,baths,sqft
1258 N Post Oak Rd #A,Houston,TX,77055,29.795319,-95.45692,$419000,3bd,4ba,2190 sqft
2431 North Blvd,Houston,TX,77098,29.727678,-95.41613,$649000,3bd,3ba,2779 sqft
2102 Stanford St,Houston,TX,77006,29.74986,-95.38905,$499000,3bd,4ba,2452 sqft
1915 Marshall St,Houston,TX,77098,29.739183,-95.407684,$689000,3bd,2ba,3532 sqft
11939 Greensbrook Forest Dr,Houston,TX,77044,29.892288,-95.22221,$80000,4bd,2ba,1080 sqft
11215 Sagewind Dr,Houston,TX,77089,29.589441,-95.22377,Contact For Estimate,3bd,2ba,1876 sqft
15007 Forest Lodge Dr,Houston,TX,77070,29.99216,-95.5982,$158400,4bd,3ba,2108 sqft
13714 Dempley Dr,Houston,TX,77041,29.861265,-95.61843,$223500,3bd,3ba,2738 sqft
16130 Soaring Eagle Dr,Houston,TX,77083,29.678467,-95.66522,$219900,3bd,4ba,2439 sqft
192 Wilcrest Dr #192,Houston,TX,77042,29.75838,-95.57871,$235000,1bd,2ba,2471 sqft
10101 S Gessner Rd #802,Houston,TX,77071,29.66939,-95.52721,$44000,1bd,1ba,972 sqft
6402 Del Monte Dr #112,Houston,TX,77057,29.746193,-95.4986,$95000,3bd,4ba,600 sqft
2324 Sperber Ln,Houston,TX,77003,29.755907,-95.34847,$345000,1bd,1ba,2006 sqft
2016 Main St #2305,Houston,TX,77002,29.749228,-95.3717,$179900,3bd,4ba,817 sqft
9121 Briar Forest Dr,Houston,TX,77024,29.748196,-95.5266,$799900,4bd,3ba,3810 sqft
12003 Cedarcliff Ct,Houston,TX,77070,29.949009,-95.571205,$198800,1bd,1ba,2604 sqft
10601 South Dr,Houston,TX,77099,29.66655,-95.567116,$32900,3bd,3ba,680 sqft
14343 Misty Meadow Ln,Houston,TX,77079,29.779993,-95.59819,$199000,3bd,4ba,2016 sqft
2520 Bevis St,Houston,TX,77008,29.809162,-95.42222,$347500,1bd,2ba,2180 sqft
2520 Robinhood St #808,Houston,TX,77005,29.721062,-95.41751,$247862,3bd,2ba,1332 sqft
11838 Greenglen Dr,Houston,TX,77044,29.892532,-95.22366,$90000,4bd,3ba,1188 sqft
9707 Blanchard Springs Dr,Houston,TX,77095,29.916452,-95.661125,$219500,2bd,2ba,2902 sqft
1516 Bay Area Blvd #L6,Houston,TX,77058,29.562223,-95.11358,$77500,1bd,1ba,904 sqft
6200 W Tidwell Rd #1014,Houston,TX,77092,29.851824,-95.48237,$41000,2bd,1ba,717 sqft
7950 N Stadium Dr #225,Houston,TX,77030,29.69432,-95.40915,$139500,4bd,3ba,972 sqft
15823 Sky Land Dr,Houston,TX,77073,30.002613,-95.40915,$195000,4bd,3ba,2740 sqft
3520 Tartan Ln,Houston,TX,77025,29.694118,-95.430534,$725000,3bd,2ba,4414 sqft
3026 McGowen St,Houston,TX,77004,29.735004,-95.356804,$210000,3bd,3ba,1258 sqft
8207 Pine Falls Dr,Houston,TX,77095,29.899586,-95.643135,$187000,3bd,3ba,2083 sqft
17547 Waverly Grove Dr,Houston,TX,77084,29.86403,-95.67566,$155000,3bd,2ba,1728 sqft
2379 Briarwest Blvd #113,Houston,TX,77077,29.739475,-95.61193,$189000,3bd,3ba,1730 sqft
16314 Hickory Point Rd,Houston,TX,77095,29.887968,-95.65475,$239900,4bd,3ba,2360 sqft
9707 Richmond Ave #108,Houston,TX,77042,29.727165,-95.54267,$94900,2bd,2ba,1161 sqft
1426 Plumwood Dr,Houston,TX,77014,29.969494,-95.4383,$179500,4bd,3ba,2214 sqft
1331 W 21st St #A,Houston,TX,77008,29.804945,-95.42364,$349900,3bd,4ba,2307 sqft
2239 Triway Ln #270,Houston,TX,77043,29.813602,-95.55115,$185000,4bd,3ba,2128 sqft
5731 Addicks Satsuma Rd,Houston,TX,77084,29.857002,-95.635445,$195000,4bd,3ba,2598 sqft
8281 Kingsbrook Rd #256,Houston,TX,77024,29.780762,-95.48679,$125000,2bd,1ba,836 sqft
2121 El Paseo St,Houston,TX,77054,29.689848,-95.39093,$110000,1bd,2ba,943 sqft
8435 Hearth Dr #26,Houston,TX,77054,29.680416,-95.41819,$62000,2bd,1ba,940 sqft
1320 Gale St,Houston,TX,77009,29.805813,-95.3547,$239900,3bd,2ba,1414 sqft
8928 Chatsworth Dr #8928,Houston,TX,77024,29.781214,-95.462364,$299000,2bd,3ba,1908 sqft
4234 Drake St #B,Houston,TX,77005,29.725483,-95.44604,$629000,4bd,4ba,3001 sqft
6646 Carly Park Way,Houston,TX,77084,29.874096,-95.66938,$189900,4bd,3ba,1964 sqft
3219 Amber Forest Dr,Houston,TX,77068,30.009092,-95.486946,$216100,4bd,4ba,4278 sqft
14693 Perthshire Rd,Houston,TX,77079,29.772581,-95.607796,$195000,4bd,3ba,2480 sqft
310 Hogan St,Houston,TX,77009,29.77509,-95.36382,$179500,Studio,3ba,1400 sqft
4615 Collingsworth St,Houston,TX,77026,29.794216,-95.323204,$32000,4bd,2ba,5808 sqft
5130 Clover St,Houston,TX,77033,29.660727,-95.34614,$49000,2bd,3ba,12600 sqft
4122 Meyerwood Dr,Houston,TX,77025,29.680267,-95.44451,$304900,4bd,4ba,2568 sqft
Plan 3444 in Lakewood Pines Estates,Houston,TX,77044,29.943186,-95.17477,$280995+,5bd,4ba,3444 sqft
Plan 4043 in Lakewood Pines Estates - Lakefront,Houston,TX,77044,29.943186,-95.17477,$325495+,5bd,3ba,4043 sqft
The Austin (5844) Plan in Riverstone Ranch - The Manor - Estate,Houston,TX,77089,29.57169,-95.2475,$376990+,4bd,3ba,4024 sqft
14207 Islandwoods Dr,Houston,TX,77095,29.879847,-95.62274,$265000,3bd,4ba,3791 sqft
11710 Southlake Dr #47,Houston,TX,77077,29.741503,-95.586334,$102000,2bd,2ba,1232 sqft
4026 Vintage Valley Dr,Houston,TX,77082,29.71229,-95.64642,$140000,4bd,3ba,2268 sqft
13023 Nature Trl,Houston,TX,77044,29.849312,-95.19763,$52461,2bd,2ba,1328 sqft
12963 Abalone Way,Houston,TX,77044,29.849855,-95.19859,$52272,3bd,2ba,1597 sqft
11938 Greenrock Ln,Houston,TX,77044,29.893782,-95.2215,$75000,3bd,1ba,1050 sqft
5344 Hidalgo St,Houston,TX,77056,29.735476,-95.47055,$525000,4bd,4ba,3410 sqft
5210 Weslayan St #B309,Houston,TX,77005,29.725702,-95.44224,$153400,1bd,1ba,835 sqft
2702 Dragonwick Dr,Houston,TX,77045,29.63406,-95.413994,$87500,3bd,2ba,1430 sqft
8977 Briar Forest Dr,Houston,TX,77024,29.748135,-95.528496,$450000,4bd,5ba,3620 sqft
622 Bienville Ln,Houston,TX,77015,29.787582,-95.19962,$169900,3bd,2ba,1423 sqft
2740 Clay St,Houston,TX,77003,29.744154,-95.35257,$417000,3bd,3ba,2532 sqft
 Blalock Rd,Houston,TX,77041,29.841093,-95.52353,$1130000,3bd,4ba,47132 sqft
1256 N Post Oak Rd #B,Houston,TX,77055,29.795311,-95.45692,$429000,3bd,4ba,2138 sqft
1260 N Post Oak Rd #B,Houston,TX,77055,29.795322,-95.45692,$429000,4bd,4ba,2138 sqft
Plan 3656 in Lakewood Pines Estates,Houston,TX,77044,29.943186,-95.17477,$296995+,3bd,2ba,3656 sqft
255 Shekel Ln,Houston,TX,77015,29.798883,-95.17542,$159990,4bd,3ba,2245 sqft
9115 Dragonwood Trl,Houston,TX,77083,29.680908,-95.65525,$205000,4bd,2ba,2098 sqft
6114 Harbrook Dr,Houston,TX,77087,29.67405,-95.29942,$187500,4bd,2ba,1551 sqft
9616 Bayou Brook St,Houston,TX,77063,29.74819,-95.5373,$349950,3bd,2ba,2008 sqft
2220 Shadowdale Dr,Houston,TX,77043,29.81296,-95.5538,$145000,3bd,3ba,2168 sqft
4508 Cetti St,Houston,TX,77009,29.801205,-95.35887,$379870,4bd,3ba,1963 sqft
7135 Majestic Oaks Dr,Houston,TX,77040,29.880495,-95.49793,$227500,4bd,2ba,2522 sqft
5210 Weslayan St #B-212,Houston,TX,77005,29.725702,-95.44224,$249000,2bd,2ba,1764 sqft
8323 Wilcrest Dr #7004,Houston,TX,77072,29.687672,-95.568245,$40000,2bd,1ba,952 sqft
3045 Walnut Bend Ln #18,Houston,TX,77042,29.730087,-95.56616,$88692,3bd,2ba,1167 sqft
8615 Majesticbrook Dr,Houston,TX,77095,29.902088,-95.62409,$235000,4bd,3ba,2594 sqft
7314 La Granada Dr,Houston,TX,77083,29.695349,-95.66363,$189500,3bd,2ba,1828 sqft
5333 Richmond Ave #27,Houston,TX,77056,29.731102,-95.47011,$99000,1bd,1ba,671 sqft
2 Magnolia Bend Dr,Houston,TX,77024,29.760313,-95.500206,$775000,2bd,2ba,25988 sqft
2510 Dauphin Ct,Houston,TX,77058,29.552153,-95.08096,$98000,5bd,4ba,16649 sqft
8014 Serenity Ct,Houston,TX,77025,29.6952,-95.4223,$299900,3bd,4ba,6729 sqft
1002 W 22nd St,Houston,TX,77008,29.805397,-95.416504,$389000,3bd,4ba,2954 sqft
11734 Padok Rd,Houston,TX,77044,29.885847,-95.146164,$284500,4bd,4ba,4700 sqft
3511 Urban Woods Trl,Houston,TX,77008,29.788609,-95.4391,$515000,5bd,3ba,3880 sqft
11931 Greensbrook Forest Dr,Houston,TX,77044,29.892284,-95.222466,$85000,1bd,1ba,1188 sqft
9707 Richmond Ave #63,Houston,TX,77042,29.727165,-95.54267,$54900,2bd,2ba,736 sqft
8417 Hearth Dr #24,Houston,TX,77054,29.680416,-95.41819,$70000,6bd,3ba,1040 sqft
4828 Sayers St,Houston,TX,77026,29.804874,-95.33128,$30000,4bd,3ba,5000 sqft
16411 Jadestone Terrace Ln,Houston,TX,77044,29.920443,-95.19043,$349900,5bd,4ba,4618 sqft
Plan 2574 in Rancho Verde,Houston,TX,77049,29.8174,-95.133,$218990+,4bd,3ba,2574 sqft
1722 Eado Point Ln,Houston,TX,77003,29.7484,-95.3475,$379990,3bd,4ba,1967 sqft
7715 Crestmont St,Houston,TX,77033,29.671583,-95.328354,$98000,3bd,1ba,1234 sqft
4409 Floyd St,Houston,TX,77007,29.7681,-95.40534,$584990,3bd,4ba,3044 sqft
9015 Carlota Ct,Houston,TX,77074,29.680477,-95.494156,$215000,3bd,2ba,1864 sqft
927 Lawrence St #A,Houston,TX,77008,29.7883,-95.407265,$550000,3bd,3ba,2329 sqft
523 W 31st St,Houston,TX,77018,29.814371,-95.40746,$425000,2bd,1ba,1202 sqft
2406 Tangley St #400,Houston,TX,77005,29.747988,-95.38265,$1540000,2bd,3ba,2549 sqft
562 Winter Oaks Dr,Houston,TX,77079,29.767807,-95.60237,$625000,4bd,4ba,2244 sqft
1025 Glen Ave,Houston,TX,77088,29.865698,-95.42785,$40000,4bd,3ba,1825 sqft
4114 Dabney St,Houston,TX,77026,29.798517,-95.31012,$35000,3bd,4ba,2190 sqft
2130 Denridge Dr,Houston,TX,77038,29.9163,-95.452,$191960,3bd,4ba,2720 sqft
3220 Hutchins St #B,Houston,TX,77004,29.735325,-95.367035,$389500,2bd,3ba,1232 sqft
 Brownsville St,Houston,TX,77020,29.781853,-95.30631,$35000,1bd,1ba,1140 sqft
609 Jackson Hill St,Houston,TX,77007,29.766657,-95.40218,$445000,2bd,2ba,5000 sqft
353 N Post Oak Ln #624,Houston,TX,77024,29.774591,-95.458374,$165000,4bd,2ba,2112 sqft
3710 Mainer St,Houston,TX,77021,29.684053,-95.36957,$54500,3bd,3ba,2576 sqft
3713 Lydia St,Houston,TX,77021,29.683788,-95.369675,$54500,4bd,3ba,1510 sqft
1415 Bodart Dr,Houston,TX,77090,30.017044,-95.45361,$139500,4bd,5ba,2197 sqft
10406 Dude Rd,Houston,TX,77064,29.903976,-95.57446,$274900,5bd,4ba,2922 sqft
2723 Kings Canyon Ct,Houston,TX,77067,29.957922,-95.46616,$109900,3bd,2ba,4687 sqft
2809 Saint Emanuel St,Houston,TX,77004,29.738066,-95.365814,$399900,4bd,2ba,1914 sqft
16707 Sonoma Del Norte Dr,Houston,TX,77095,29.932688,-95.670204,$284899,3bd,2ba,2122 sqft
11226 Waxwing St,Houston,TX,77035,29.655342,-95.462616,$325000,4bd,4ba,2906 sqft
13030 Larriston Ln,Houston,TX,77044,29.8656,-95.2105,$198190,4bd,2ba,1843 sqft
14538 Bending Maple Dr,Houston,TX,77069,29.992807,-95.509575,$269410,4bd,3ba,2812 sqft
4615 Wipprecht St,Houston,TX,77026,29.80265,-95.322845,$122000,2bd,2ba,1576 sqft
1730 Ronson Rd,Houston,TX,77055,29.801283,-95.498856,$495000,3bd,2ba,2012 sqft
1860 White Oak Dr #386,Houston,TX,77009,29.782423,-95.376526,$159900,1bd,1ba,680 sqft
1901 Post Oak Blvd #4108,Houston,TX,77056,29.74694,-95.45974,$299000,1bd,1ba,869 sqft
6365 Del Monte Dr #69,Houston,TX,77057,29.74646,-95.49669,$170000,2bd,2ba,1120 sqft
11710 Southlake Dr #25,Houston,TX,77077,29.74124,-95.58567,$135000,2bd,3ba,1432 sqft
602 W Pierce St,Houston,TX,77019,29.754324,-95.38826,$649900,3bd,3ba,2507 sqft
1316 Dian St,Houston,TX,77008,29.794834,-95.41371,$429900,4bd,3ba,2144 sqft
8819 Lawncliff Ln,Houston,TX,77040,29.895502,-95.52959,$169900,3bd,2ba,1604 sqft
1046 Rancho Grande Dr,Houston,TX,77049,29.8274,-95.1671,$195160,4bd,2ba,1727 sqft
4607 Windmill Run Dr,Houston,TX,77069,29.995398,-95.50692,$224990,4bd,3ba,2458 sqft
7718 Gulfton St,Houston,TX,77036,29.715557,-95.521454,$325000,4bd,2ba,2420 sqft
3501 Chenevert St #25,Houston,TX,77004,29.73515,-95.371635,$269000,2bd,3ba,1590 sqft
11607 Parkriver Dr,Houston,TX,77070,29.987,-95.591934,$312000,4bd,5ba,3595 sqft
15002 Highcliff Ct,Houston,TX,77049,29.81988,-95.173676,$379000,5bd,4ba,4617 sqft
14511 Juniper Forest Ln,Houston,TX,77062,29.589043,-95.13144,$409900,5bd,4ba,3164 sqft
2502 La Branch St,Houston,TX,77004,29.743431,-95.36962,$950000,5bd,2ba,4006 sqft
6919 Sharpview Dr,Houston,TX,77074,29.698362,-95.50526,$239900,3bd,2ba,1187 sqft
9133 Briar Forest Dr,Houston,TX,77024,29.74796,-95.526306,$949999,3bd,4ba,3415 sqft
4737 Redstart St,Houston,TX,77035,29.660635,-95.45857,$299750,3bd,2ba,1517 sqft
1628 Vermont St,Houston,TX,77006,29.749361,-95.40099,$699000,3bd,3ba,2541 sqft
31 W Rivercrest Dr,Houston,TX,77042,29.747911,-95.54712,$5750000,11bd,12ba,20513 sqft
431 Willow West Dr,Houston,TX,77073,30.010416,-95.42109,$67643,4bd,3ba,1685 sqft
6418 Roos Rd,Houston,TX,77074,29.69896,-95.496056,$185900,4bd,5ba,3955 sqft
6005 San Felipe St,Houston,TX,77057,29.749525,-95.48787,$674800,3bd,3ba,1440 sqft
6151 Olympia Dr,Houston,TX,77057,29.743868,-95.49143,$1350000,4bd,2ba,2325 sqft
6511 Bryant Park Ct,Houston,TX,77086,29.916693,-95.48442,$62108,4bd,4ba,3353 sqft
1523 Almond Brook Ln,Houston,TX,77062,29.584593,-95.14967,$289500,3bd,3ba,2532 sqft
4927 Leamatthew St,Houston,TX,77045,29.6338,-95.4069,$224500,4bd,3ba,2288 sqft
909 Silber Rd #43G,Houston,TX,77024,29.782219,-95.46812,$99000,1bd,1ba,594 sqft
3770 Drake St,Houston,TX,77005,29.724855,-95.436775,$1199000,4bd,3ba,3350 sqft
3234 Airline Dr,Houston,TX,77022,29.816328,-95.382545,$70000,2bd,1ba,988 sqft
11710 Greensbrook Forest Dr,Houston,TX,77044,29.891327,-95.22505,$80000,3bd,2ba,1188 sqft
16639 Mablethorpe Ln,Houston,TX,77073,30.0141,-95.4106,$187932,3bd,2ba,1431 sqft
1712 Eado Point Ln,Houston,TX,77003,29.7484,-95.3475,$392990,3bd,4ba,2034 sqft
5978 Kansas St,Houston,TX,77007,29.782063,-95.430855,$335000,3bd,3ba,2059 sqft
3333 Allen Pkwy #504,Houston,TX,77019,29.760065,-95.40085,$569000,2bd,3ba,1858 sqft
2400 McCue Rd #130,Houston,TX,77056,29.742884,-95.46476,$235000,1bd,1ba,881 sqft
4820 Caroline St #207,Houston,TX,77004,29.729485,-95.383286,$289000,1bd,1ba,1014 sqft
14110 Hazel Ridge Ct,Houston,TX,77062,29.591272,-95.14361,$234990,3bd,2ba,2002 sqft
12307 Queensbury Ln,Houston,TX,77024,29.777191,-95.545044,$759000,4bd,3ba,2524 sqft
1126 Enclave Sq W,Houston,TX,77077,29.768232,-95.626686,$320000,3bd,3ba,2216 sqft
5100 San Felipe St #57E,Houston,TX,77056,29.751223,-95.46412,$549000,2bd,3ba,1675 sqft
8702 Reamer St,Houston,TX,77074,29.681038,-95.53001,$159990,3bd,2ba,1648 sqft
16 Hackberry Ln,Houston,TX,77027,29.735826,-95.448814,$998000,2bd,3ba,1574 sqft
Plan PR50 in Villas at The Reserve 50?,Houston,TX,77059,29.611864,-95.13258,$374900+,3bd,2ba,2298 sqft
6513 Osprey Dr,Houston,TX,77048,29.64479,-95.31429,$65000,2bd,4ba,848 sqft
13111 Northfleet Dr,Houston,TX,77082,29.717283,-95.61786,$169000,3bd,4ba,1670 sqft
1205 Timbergrove Ln,Houston,TX,77008,29.791882,-95.435616,$415000,3bd,4ba,2168 sqft
16726 Red Falls Cir,Houston,TX,77095,29.908655,-95.66446,$325000,4bd,4ba,3390 sqft
9914 Evans Brook Ln,Houston,TX,77044,29.867332,-95.192635,$185000,4bd,3ba,2539 sqft
1407 Bringhurst St,Houston,TX,77020,29.773777,-95.33397,$29900,3bd,3ba,528 sqft
915 Creek Wood Way,Houston,TX,77024,29.781841,-95.50398,$2100000,7bd,7ba,5935 sqft
11538 Wickersham Ln,Houston,TX,77077,29.738777,-95.58077,$347000,3bd,3ba,2572 sqft
8922 Cardwell Ln,Houston,TX,77055,29.787136,-95.50969,$1389000,5bd,4ba,4776 sqft
15 Greenway Plz #10B,Houston,TX,77046,29.73154,-95.43726,$329000,2bd,2ba,1080 sqft
4003 Tulane St,Houston,TX,77018,29.823362,-95.40201,$294900,3bd,3ba,1486 sqft
210 Merrie Way Ln,Houston,TX,77024,29.753399,-95.51387,$1359000,4bd,3ba,3079 sqft
3907 Cinnamon Fern Ct,Houston,TX,77059,29.602797,-95.12256,$404000,4bd,5ba,4120 sqft
6209 Indigo St,Houston,TX,77074,29.685585,-95.5012,$197500,3bd,2ba,1307 sqft
10227 Eddystone Dr,Houston,TX,77043,29.798685,-95.5512,$315000,3bd,2ba,1436 sqft
16314 Brookside Willow Ln,Houston,TX,77084,29.87255,-95.65602,$260000,4bd,3ba,2194 sqft
16642 Mablethorpe Ln,Houston,TX,77073,30.0143,-95.4103,$183547,3bd,2ba,1368 sqft
16638 Mablethorpe Ln,Houston,TX,77073,30.0143,-95.4103,$194034,3bd,3ba,1566 sqft
1646 Cardiff Hills Dr,Houston,TX,77073,30.0137,-95.4058,$217770,4bd,3ba,2268 sqft
312 E West Rd #28,Houston,TX,77060,29.9188,-95.3952,$369900,3bd,4ba,1950 sqft
3800 Piping Rock Ln,Houston,TX,77027,29.745834,-95.43933,$2780000,5bd,7ba,6643 sqft
3220 Hutchins St #A,Houston,TX,77004,29.735325,-95.367035,$399500,3bd,4ba,2190 sqft
618 Roy St,Houston,TX,77007,29.767708,-95.412285,$824990,3bd,5ba,3027 sqft
1614 Francis St #B,Houston,TX,77004,29.73674,-95.372475,$414900,3bd,4ba,2000 sqft
423 Malone St,Houston,TX,77007,29.766151,-95.41941,$629900,4bd,4ba,2507 sqft
1614 Francis St #C,Houston,TX,77004,29.73674,-95.372475,$419900,3bd,4ba,2000 sqft
1614 Francis St #A,Houston,TX,77004,29.73674,-95.372475,$424900,3bd,4ba,2000 sqft
3220 Hutchins St #C,Houston,TX,77004,29.735325,-95.367035,$399500,3bd,4ba,2275 sqft
2614 Anniston Dr,Houston,TX,77080,29.81931,-95.54014,$348000,3bd,2ba,2207 sqft
8527 Sunrise Meadow Ln,Houston,TX,77095,29.902023,-95.678734,$355000,4bd,3ba,3292 sqft
17203 Buffalo Pass Dr,Houston,TX,77095,29.941378,-95.67361,$294900,4bd,3ba,2710 sqft
19507 Maywood Falls Cir,Houston,TX,77084,29.812708,-95.71056,$229900,3bd,3ba,1936 sqft
53 Champion Villa Dr,Houston,TX,77069,29.99499,-95.530426,$399900,3bd,3ba,3985 sqft
18122 Ponte Vecchio Way,Houston,TX,77044,29.8956,-95.185,$439000,4bd,3ba,2936 sqft
2406 Tangley St #600,Houston,TX,77005,29.747988,-95.38265,$1880000,2bd,3ba,2549 sqft
367 Eado Park Cir,Houston,TX,77020,29.765303,-95.34024,$363740,3bd,4ba,2240 sqft
1724 Eado Point Ln,Houston,TX,77003,29.7484,-95.3475,$399990,3bd,4ba,1967 sqft
710 Clark St,Houston,TX,77020,29.767395,-95.341446,$309000,3bd,4ba,1696 sqft
702 Clark St,Houston,TX,77020,29.76747,-95.34156,$309000,3bd,4ba,1689 sqft
1718 Eado Point Ln,Houston,TX,77003,29.7484,-95.3475,$389990,3bd,4ba,2034 sqft
704 Clark St,Houston,TX,77020,29.767471,-95.34156,$309000,3bd,4ba,1689 sqft
708 Clark St,Houston,TX,77020,29.767475,-95.34156,$309000,3bd,4ba,1689 sqft
1726 Eado Point Ln,Houston,TX,77003,29.7484,-95.3475,$409990,3bd,4ba,2219 sqft
6332 Culberson St,Houston,TX,77021,29.702936,-95.367455,$319990,3bd,4ba,1822 sqft
4222 Gibson St,Houston,TX,77007,29.767086,-95.40288,$675000,4bd,5ba,2811 sqft
4224 Gibson St,Houston,TX,77007,29.767027,-95.40308,$675000,4bd,5ba,2811 sqft
508 W Donovan St #C,Houston,TX,77091,29.844559,-95.40772,$269990,3bd,3ba,1606 sqft
508 W Donovan St #L,Houston,TX,77091,29.844559,-95.40772,$269990,2bd,3ba,1606 sqft
508 W Donovan St #A,Houston,TX,77091,29.844559,-95.40772,$274990,2bd,3ba,1606 sqft
508 W Donovan St #M,Houston,TX,77091,29.844559,-95.40772,$269990,2bd,3ba,1604 sqft
4009 Barnes St,Houston,TX,77007,29.768684,-95.40109,$594990,3bd,4ba,2316 sqft
4017 Barnes St,Houston,TX,77007,29.768682,-95.401146,$599990,3bd,4ba,2316 sqft
4013 Barnes St,Houston,TX,77007,29.768682,-95.401115,$594990,3bd,4ba,2316 sqft
805 Birdsall St,Houston,TX,77007,29.76913,-95.42043,$649990,3bd,4ba,3007 sqft
801 Birdsall St,Houston,TX,77007,29.769043,-95.42033,$669990,3bd,4ba,3007 sqft
325 Eado Park Cir,Houston,TX,77020,29.765303,-95.34024,$349190,3bd,4ba,1967 sqft
13703 Bellwick Valley Ln,Houston,TX,77059,29.6104,-95.124535,$599980,4bd,4ba,3599 sqft
7213 Tickner St,Houston,TX,77055,29.790522,-95.47454,$998000,4bd,5ba,3690 sqft
921 E 33rd St,Houston,TX,77022,29.81666,-95.38631,$326000,3bd,3ba,1623 sqft
2127 Cherryville Dr,Houston,TX,77038,29.9173,-95.4524,$203390,4bd,3ba,2150 sqft
2114 Denridge Dr,Houston,TX,77038,29.9163,-95.452,$194365,3bd,3ba,1850 sqft
12903 Lott Ave,Houston,TX,77089,29.5904,-95.2223,$394868,5bd,4ba,3567 sqft
3206 Gillespie St,Houston,TX,77020,29.76721,-95.33732,$354900,3bd,2ba,2018 sqft
9514 Maple Green Ln,Houston,TX,77044,29.859058,-95.19726,$139900,3bd,3ba,2050 sqft
1928 Sherwood Forest St,Houston,TX,77043,29.804407,-95.57578,$178900,4bd,2ba,1679 sqft
4310 Meyerwood Dr,Houston,TX,77096,29.681276,-95.449844,$270000,4bd,2ba,2584 sqft
13627 Bellwick Valley Ln,Houston,TX,77059,29.6104,-95.124535,$640457,5bd,5ba,4183 sqft
4039 Hollister St,Houston,TX,77080,29.830135,-95.50951,$380000,5bd,4ba,3600 sqft
12318 Lanny Ln,Houston,TX,77077,29.759703,-95.599205,$399900,4bd,4ba,3906 sqft
14511 Torrey Village Dr,Houston,TX,77014,29.985994,-95.48771,$225000,3bd,3ba,3242 sqft
12404 Nectar Ct,Houston,TX,77082,29.725931,-95.603874,$155000,2bd,3ba,1833 sqft
2379 Briarwest Blvd #106,Houston,TX,77077,29.739475,-95.61193,$128250,1bd,1ba,1282 sqft
487 N Post Oak Ln #487,Houston,TX,77024,29.776695,-95.4584,$265000,3bd,2ba,1728 sqft
4218 Childress St #B,Houston,TX,77005,29.726866,-95.44562,$599000,4bd,3ba,2584 sqft
10806 Perigrine Dr,Houston,TX,77065,29.931782,-95.620705,$197000,4bd,3ba,2658 sqft
2503 Hollister St,Houston,TX,77080,29.81755,-95.50994,$995000,2bd,3ba,2822 sqft
905 Boundary St,Houston,TX,77009,29.784554,-95.36239,$850000,2bd,3ba,1520 sqft
 Swayze Ct,Houston,TX,77018,29.821964,-95.42055,$1700000,4bd,3ba,952 sqft
202 Reinerman St,Houston,TX,77007,29.764507,-95.41311,$1500000,4bd,3ba,3432 sqft
1920 Oakdale St,Houston,TX,77004,29.722591,-95.37979,$1190000,5bd,2ba,2442 sqft
1129 & 1139 W 17 #17,Houston,TX,77008,29.7995,-95.4164,$2000000,3bd,3ba,2941 sqft
3802 Olde Bourbon Ln,Houston,TX,77018,29.822258,-95.42251,$459000,3bd,3ba,2860 sqft
9642 Winsome Ln,Houston,TX,77063,29.735004,-95.53823,$275000,3bd,2ba,1967 sqft
5516 Petty St #B,Houston,TX,77007,29.780748,-95.420906,$459000,3bd,4ba,2553 sqft
5514 Petty St #B,Houston,TX,77007,29.78075,-95.42076,$459000,3bd,4ba,2553 sqft
9534 Kindletree Dr,Houston,TX,77040,29.879658,-95.49852,$147500,4bd,3ba,2875 sqft
3821 Drew St,Houston,TX,77004,29.730244,-95.34515,$110000,3bd,3ba,2112 sqft
6014 Lattimer Dr,Houston,TX,77035,29.652824,-95.49615,$165000,3bd,2ba,2049 sqft
15434 Linkshire Dr,Houston,TX,77062,29.570435,-95.137985,$214900,2bd,1ba,1855 sqft
2121 El Paseo St #1211,Houston,TX,77054,29.689848,-95.39093,$112000,3bd,3ba,804 sqft
7822 Shangrila Ln,Houston,TX,77095,29.893263,-95.65967,$198900,4bd,3ba,1986 sqft
8215 Riverglade Dr,Houston,TX,77095,29.899048,-95.639786,$215000,2bd,2ba,2333 sqft
1540 Telephone Rd,Houston,TX,77023,29.728031,-95.32605,$289900,1bd,1ba,1496 sqft
2120 El Paseo St #316,Houston,TX,77054,29.688198,-95.39187,$109860,2bd,2ba,588 sqft
1029 Kern St,Houston,TX,77009,29.80297,-95.385796,$385000,3bd,2ba,1698 sqft
19323 Cascade Green Ct,Houston,TX,77073,29.975737,-95.40276,$159900,2bd,1ba,2062 sqft
3403 Cetti St,Houston,TX,77009,29.791628,-95.35922,$299800,2bd,2ba,1058 sqft
10793 Braes Bend Dr,Houston,TX,77071,29.663818,-95.52476,$88900,4bd,3ba,1014 sqft
13515 Jessica Ln,Houston,TX,77069,29.974407,-95.53756,$258800,3bd,3ba,2738 sqft
5808 Gardendale Dr #B,Houston,TX,77092,29.817282,-95.475746,$249900,3bd,2ba,1562 sqft
8714 Blankenship Dr,Houston,TX,77080,29.82235,-95.50674,$270000,2bd,1ba,1508 sqft
7918 Maxroy St,Houston,TX,77088,29.873264,-95.431496,Contact For Estimate,2bd,1ba,675 sqft
12325 Corona Ln,Houston,TX,77072,29.694555,-95.59737,$125000,4bd,3ba,936 sqft
